KOD_POCZTOWY,ADRES,MIEJSCOWOSC,WOJEWODZTWO,POWIAT
41300,ul. Dekerta Jana,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Dembowskiego Edwarda,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Dojazdowa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Dolna,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Dębowa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Duboisa Stanisława,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Dudkiewicza Józefa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Dziewiąty,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Filtrowa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Frycza Modrzewskiego Andrzeja,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Furmana Eugeniusza,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Górki,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Górnicza,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Górników Redenu,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Głowackiego Bartosza,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Gałczyńskiego Konstantego Ildefonsa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Generała Dąbrowskiego Henryka,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Graniczna,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Granitowa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Grunwaldzka,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Harcerska,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Hempla Jana,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Hibnera Władysława,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Hutnika,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Janowska,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Jaworowa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Jesionowa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Kasprowicza Jana,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,"ul. Katowicka od 2 do 4, od 12 do ostatniego, od 1 do 1, od 13 do ostatniego",Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Kilińskiego Jana,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Kołłątaja Hugona,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Kościuszki Tadeusza,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Kochanowskiego Jana,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Kolejowa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Konarskiego Stanisława,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Kondratowicza Ludwika,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Konopnickiej Marii,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Kopernika Mikołaja,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Korczaka Janusza,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Korzeniec,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Królowej Jadwigi,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Krótka,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Krasińskiego Zygmunta,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Kraszewskiego Józefa Ignacego,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Kruczkowskiego Leona,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Krzynówki Stanisława,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Księcia Poniatowskiego Józefa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Księdza Augustynika Grzegorza,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Kuźnica Błędowska,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Legionów Polskich,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Letnia,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Limanowskiego Bolesława,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Ludowa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Mała,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Majakowskiego Włodzimierza,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Malinowe Górki,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Marchlewskiego Juliana,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Marianki,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Mickiewicza Adama,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Mireckiego Józefa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Napierskiego Kostki,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Narodowa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Niegowonicka,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Niemcewicza Juliana Ursyna,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Norwida Cypriana Kamila,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Nowa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Nowocmentarna,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Odrodzenia,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Okrzei Stefana,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Olszowa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Orzeszkowej Elizy,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Północna,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Paderewskiego Ignacego,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Park Śródmiejski,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Partyzantów,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Paryska,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Perla Feliksa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Piaskowa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Piwowara Adama,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Plater Emilii,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Południowa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Pola Wincentego,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Poleśna,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Poprzeczna,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Powstańców,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Prosta,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Przemysłowa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Przodowników,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Przybylaka Władysława,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Pułaskiego Kazimierza,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Pustynna,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Różana,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Równa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Ratanice,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Reja Mikołaja,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Rejtana Tadeusza,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Reymonta Władysława,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Robotnicza,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Słowackiego Juliusza,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Sawickiej Hanki,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Sienkiewicza Henryka,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Siewierska,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Skalskiego Stanisława,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Skibińskiego Stanisława,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Sobieskiego Jana,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Spółdzielcza,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Spokojna,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Stalowa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Stara,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Starościńska,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Starocmentarna,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Starzyńskiego Stefana,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Staszica Stanisława,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Struga Andrzeja,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Strumień,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Sucha,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Szklana,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Szkolna,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Szpitalna,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Sztorcowa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Sztygarska,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Traugutta Romualda,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Tuwima Juliana,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Twarda,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Łącząca,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Łańcuckiego Stanisława,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Łazy Błędowskie,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Urbańskiego Tadeusza,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Uthkego Cezarego,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Łukasińskiego Waleriana,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Wąska,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Wiejska,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Wierzbowa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Wigury Stanisława,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Wojska Polskiego,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Wolska,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Wróblewskiego Walerego,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Wschodnia,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Wspólna,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Wypaleniska,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Wyspiańskiego Stanisława,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Zagórcze,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Zagórska,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Zagórze,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Zapolskiej Gabrieli,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Zdrowa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Zgoda,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Zielona,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Ziemby Jana,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Ziemna,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Śliwińskiego Stanisława,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Średnia,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Świerkowa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41300,ul. Świętej Barbary,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,"Al. Piłsudskiego Józefa od 20 do ostatniego, od 17 do ostatniego",Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,Al. Zagłębia Dąbrowskiego od 9 do ostatniego,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,"Poczta Dąbrowa Górnicza 003, ul. Morcinka Gustawa 3",Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,"Skrytki Pocztowe Poczta Dąbrowa Górnicza 003, ul. Morcinka Gustawa 3",Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Bratków,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Brzozowa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Budowlanych,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Bukowa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Cedlera Edmunda,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Działki,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Dzieci Września,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Generała Bema Józefa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Gwardii Ludowej,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. III Powstania Śląskiego,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Jaskrów,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Jasna,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Kasprzaka Marcina,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Klonowa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Kościelna,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Komuny Paryskiej,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Kosmonautów,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Krasickiego Ignacego,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Kwiatkowskiego Eugeniusza,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Laski,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Leśna,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Morcinka Gustawa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Myśliwska,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Parkowa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Piecucha Konrada,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Podłęknicka,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Podlesie,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Pogodna,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Pogoria,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Prusa Bolesława,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Roździeńskiego Walentego,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Sadowa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Siedmu Szewców,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Storczyków,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Swobodna,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Szenwalda Lucjana,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Szulc Marii,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Tiereszkowej Walentyny,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Topolowa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Tworzeń,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Tysiąclecia,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Łączna,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Łęknice,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Wczasowa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Wesoła,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Wodna,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Wybickiego Józefa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Zakładowa,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Zaplecze,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41303,ul. Zuchów,Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41304,"Poczta Dąbrowa Górnicza 004, ul. Majakowskiego 31",Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41306,"Poczta Dąbrowa Górnicza 006, ul. Wybickiego 8",Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41306,"Skrytki Pocztowe Poczta Dąbrowa Górnicza 006, ul. Wybickiego 8",Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41308,"Poczta Dąbrowa Górnicza 008 (Huta Katowice), ul. Piłsudskiego 92",Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41310,"Poczta Dąbrowa Górnicza 010, ul. Legionów Polskich 23",Dąbrowa Górnicza,śląskie,Miasto Dąbrowa Górnicza na prawach powiatu
41400,Pl. Miroszewskich,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,Pl. Wolności,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,"Poczta Mysłowice 001, ul. Powstańców 11",Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,"Skrytki Pocztowe Poczta Mysłowice 001, ul. Powstańców 11",Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. 10 Lutego,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. 1000-Lecia Państwa Polskiego,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,"ul. 28 Stycznia od 30 do ostatniego, od 21 do ostatniego",Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,"ul. Armii Krajowej od 20 do ostatniego, od 29 do ostatniego",Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Astrów,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Barbary,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Batorego Stefana,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,"ul. Bohaterów Getta od 30 do ostatniego, od 27 do ostatniego",Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Boliny,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Bratków,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Bytomska,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Cegielniana,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Dąbrowskiego Jarosława,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Fredry Aleksandra,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Frycza Modrzewskiego Andrzeja,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Górnicza,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Głowackiego Bartosza,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Gałczyńskiego Konstantego Ildefonsa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Gojawiczyńskiej Poli,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Grunwaldzka,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Gwardii Ludowej,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Gwarków,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Harcerska,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
